turns,responses,turn_1_prompt,turn_1_instruction_id_list,turn_1_kwargs,turn_2_prompt,turn_2_instruction_id_list,turn_2_kwargs,turn_3_prompt,turn_3_instruction_id_list,turn_3_kwargs,key,turn_index,language
,,"{""role"": ""user"", ""content"": ""Compose a poem that has the word \""land\"" and \""river\"". It should be about nature and love. Also, the word \""forest\"" should appear at least 3 times, and be written in English, with all letters lowercased.""}","[""keywords:frequency"", ""change_case:english_lowercase"", ""keywords:existence""]","[""{\""relation\"": \""at least\"", \""keyword\"": \""forest\"", \""frequency\"": 3}"", ""{}"", ""{\""keywords\"": [\""land\"", \""river\""]}""]","{""role"": ""user"", ""content"": ""You should provide two responses. Separate your two responses with six asterisks (******)""}","[""keywords:frequency"", ""change_case:english_lowercase"", ""keywords:existence"", ""combination:two_responses""]","[""{\""relation\"": \""at least\"", \""keyword\"": \""forest\"", \""frequency\"": 3}"", ""{}"", ""{\""keywords\"": [\""land\"", \""river\""]}"", ""{}""]","{""role"": ""user"", ""content"": ""Your response should end with the exact phrase: \""where our hearts freely roam.\"" No other words should follow this phrase.""}","[""keywords:frequency"", ""change_case:english_lowercase"", ""keywords:existence"", ""combination:two_responses"", ""startend:end_checker""]","[""{\""relation\"": \""at least\"", \""keyword\"": \""forest\"", \""frequency\"": 3}"", ""{}"", ""{\""keywords\"": [\""land\"", \""river\""]}"", ""{}"", ""{\""end_phrase\"": \""where our hearts freely roam.\""}""]",1571:19:en,0,English
,,"{""role"": ""user"", ""content"": ""Criticize this sentence in a funny way: \""Nhi\u1ec7m v\u1ee5 c\u1ee7a m\u1eb9 l\u00e0 nu\u00f4i d\u1ea1y con c\u00e1i.\""\n\nProvide exactly two critiques separated by ******. Each response should be entirely in Vietnamese, no other language is allowed, and should not contain commas.""}","[""combination:two_responses"", ""language:response_language"", ""punctuation:no_comma""]","[""{}"", ""{\""language\"": \""vi\""}"", ""{}""]","{""role"": ""user"", ""content"": ""Your response should include the following keywords: h\u01b0\u1edbc, gia, chung.""}","[""combination:two_responses"", ""language:response_language"", ""punctuation:no_comma"", ""keywords:existence""]","[""{}"", ""{\""language\"": \""vi\""}"", ""{}"", ""{\""keywords\"": [\""h\\u01b0\\u1edbc\"", \""gia\"", \""chung\""]}""]","{""role"": ""user"", ""content"": ""Your response should end with the exact phrase: \""th\u1ebf gi\u1edbi s\u1ebd nh\u01b0 th\u1ebf n\u00e0o nh\u1ec9?\"" No other words should follow this phrase.""}","[""combination:two_responses"", ""language:response_language"", ""punctuation:no_comma"", ""keywords:existence"", ""startend:end_checker""]","[""{}"", ""{\""language\"": \""vi\""}"", ""{}"", ""{\""keywords\"": [\""h\\u01b0\\u1edbc\"", \""gia\"", \""chung\""]}"", ""{\""end_phrase\"": \""th\\u1ebf gi\\u1edbi s\\u1ebd nh\\u01b0 th\\u1ebf n\\u00e0o nh\\u1ec9?\""}""]",1582:0:en,0,English
,,"{""role"": ""user"", ""content"": ""Criticize this sentence in a funny way: \""Nhi\u1ec7m v\u1ee5 c\u1ee7a m\u1eb9 l\u00e0 nu\u00f4i d\u1ea1y con c\u00e1i.\""\n\nProvide exactly two critiques separated by ******. Each response should be entirely in Vietnamese, no other language is allowed, and should not contain commas.""}","[""combination:two_responses"", ""language:response_language"", ""punctuation:no_comma""]","[""{}"", ""{\""language\"": \""vi\""}"", ""{}""]","{""role"": ""user"", ""content"": ""Your response should end with the exact phrase: \""th\u1ebf gi\u1edbi s\u1ebd nh\u01b0 th\u1ebf n\u00e0o nh\u1ec9?\"" No other words should follow this phrase.""}","[""combination:two_responses"", ""language:response_language"", ""punctuation:no_comma"", ""startend:end_checker""]","[""{}"", ""{\""language\"": \""vi\""}"", ""{}"", ""{\""end_phrase\"": \""th\\u1ebf gi\\u1edbi s\\u1ebd nh\\u01b0 th\\u1ebf n\\u00e0o nh\\u1ec9?\""}""]","{""role"": ""user"", ""content"": ""Your response should include the following keywords: cha, gia, nhi\u1ec7m.""}","[""combination:two_responses"", ""language:response_language"", ""punctuation:no_comma"", ""startend:end_checker"", ""keywords:existence""]","[""{}"", ""{\""language\"": \""vi\""}"", ""{}"", ""{\""end_phrase\"": \""th\\u1ebf gi\\u1edbi s\\u1ebd nh\\u01b0 th\\u1ebf n\\u00e0o nh\\u1ec9?\""}"", ""{\""keywords\"": [\""cha\"", \""gia\"", \""nhi\\u1ec7m\""]}""]",1582:2:en,0,English
,,"{""role"": ""user"", ""content"": ""Summarize the following paragraph. Use words in all capital letters at least 3 times to highlight key points.\n\nHow to get to 100% renewable energy in the US? Two researchers from Stanford University and the University of California, Berkeley studied the potential for solar and wind energy to power the US grid. They concluded that it is possible to get to 100% renewable energy by 2050 by building more solar and wind farms. The authors also pointed out that such a system would be less vulnerable to disruptions than the current grid, which is reliant on a few large power plants. The authors' plan would also create jobs and reduce pollution.""}","[""change_case:capital_word_frequency""]","[""{\""capital_relation\"": \""at least\"", \""capital_frequency\"": 3}""]","{""role"": ""user"", ""content"": ""Your response should end with the exact phrase: \""this strategy proves not only feasible but essential for a sustainable future.\"" No other words should follow this phrase.""}","[""change_case:capital_word_frequency"", ""startend:end_checker""]","[""{\""capital_relation\"": \""at least\"", \""capital_frequency\"": 3}"", ""{\""end_phrase\"": \""this strategy proves not only feasible but essential for a sustainable future.\""}""]","{""role"": ""user"", ""content"": ""You should provide two responses. Separate your two responses with six asterisks (******)""}","[""change_case:capital_word_frequency"", ""startend:end_checker"", ""combination:two_responses""]","[""{\""capital_relation\"": \""at least\"", \""capital_frequency\"": 3}"", ""{\""end_phrase\"": \""this strategy proves not only feasible but essential for a sustainable future.\""}"", ""{}""]",1592:0:en,0,English
,,"{""role"": ""user"", ""content"": ""Summarize the following paragraph. Use words in all capital letters at least 3 times to highlight key points.\n\nHow to get to 100% renewable energy in the US? Two researchers from Stanford University and the University of California, Berkeley studied the potential for solar and wind energy to power the US grid. They concluded that it is possible to get to 100% renewable energy by 2050 by building more solar and wind farms. The authors also pointed out that such a system would be less vulnerable to disruptions than the current grid, which is reliant on a few large power plants. The authors' plan would also create jobs and reduce pollution.""}","[""change_case:capital_word_frequency""]","[""{\""capital_relation\"": \""at least\"", \""capital_frequency\"": 3}""]","{""role"": ""user"", ""content"": ""The response must contain at least 4 sentences.""}","[""change_case:capital_word_frequency"", ""length_constraints:number_sentences""]","[""{\""capital_relation\"": \""at least\"", \""capital_frequency\"": 3}"", ""{\""relation\"": \""at least\"", \""num_sentences\"": 4}""]","{""role"": ""user"", ""content"": ""Your response should include the following keywords: strategy, feasible, viability.""}","[""change_case:capital_word_frequency"", ""length_constraints:number_sentences"", ""keywords:existence""]","[""{\""capital_relation\"": \""at least\"", \""capital_frequency\"": 3}"", ""{\""relation\"": \""at least\"", \""num_sentences\"": 4}"", ""{\""keywords\"": [\""strategy\"", \""feasible\"", \""viability\""]}""]",1592:8:en,0,English
,,"{""role"": ""user"", ""content"": ""Compose a poem all in lowercase letters about my friend Barnet.""}","[""change_case:english_lowercase""]","[""{}""]","{""role"": ""user"", ""content"": ""The result must contain a title wrapped in double angular brackets, i.e. <<title>>.""}","[""change_case:english_lowercase"", ""detectable_format:title""]","[""{}"", ""{}""]","{""role"": ""user"", ""content"": ""Your response should include the word reliable at least 3 times.""}","[""change_case:english_lowercase"", ""detectable_format:title"", ""keywords:frequency""]","[""{}"", ""{}"", ""{\""relation\"": \""at least\"", \""keyword\"": \""reliable\"", \""frequency\"": 3}""]",1593:5:en,0,English
,,"{""role"": ""user"", ""content"": ""Write a rap about a new smartphone. At the end of your response add a postscript starting with P.P.S The response must contain at least 6 placeholders represented by square brackets.""}","[""detectable_content:postscript"", ""detectable_content:number_placeholders""]","[""{\""postscript_marker\"": \""P.P.S\""}"", ""{\""num_placeholders\"": 6}""]","{""role"": ""user"", ""content"": ""In your response, words in all capital letters should have less than 11 times.""}","[""detectable_content:postscript"", ""detectable_content:number_placeholders"", ""change_case:capital_word_frequency""]","[""{\""postscript_marker\"": \""P.P.S\""}"", ""{\""num_placeholders\"": 6}"", ""{\""capital_relation\"": \""less than\"", \""capital_frequency\"": 11}""]","{""role"": ""user"", ""content"": ""Your response should include the following keywords: speed, performance, innovation.""}","[""detectable_content:postscript"", ""detectable_content:number_placeholders"", ""change_case:capital_word_frequency"", ""keywords:existence""]","[""{\""postscript_marker\"": \""P.P.S\""}"", ""{\""num_placeholders\"": 6}"", ""{\""capital_relation\"": \""less than\"", \""capital_frequency\"": 11}"", ""{\""keywords\"": [\""speed\"", \""performance\"", \""innovation\""]}""]",1619:2:en,0,English
,,"{""role"": ""user"", ""content"": ""Write a rap about a new smartphone. At the end of your response add a postscript starting with P.P.S The response must contain at least 6 placeholders represented by square brackets.""}","[""detectable_content:postscript"", ""detectable_content:number_placeholders""]","[""{\""postscript_marker\"": \""P.P.S\""}"", ""{\""num_placeholders\"": 6}""]","{""role"": ""user"", ""content"": ""You should provide two responses. Separate your two responses with six asterisks (******)""}","[""detectable_content:postscript"", ""detectable_content:number_placeholders"", ""combination:two_responses""]","[""{\""postscript_marker\"": \""P.P.S\""}"", ""{\""num_placeholders\"": 6}"", ""{}""]","{""role"": ""user"", ""content"": ""Your response should include the following keywords: innovation, features, speed.""}","[""detectable_content:postscript"", ""detectable_content:number_placeholders"", ""combination:two_responses"", ""keywords:existence""]","[""{\""postscript_marker\"": \""P.P.S\""}"", ""{\""num_placeholders\"": 6}"", ""{}"", ""{\""keywords\"": [\""innovation\"", \""features\"", \""speed\""]}""]",1619:6:en,0,English
,,"{""role"": ""user"", ""content"": ""I really love the album called Lilith. I want to introduce it to my friend Luheng. Draft an email for it. Add a postscript to your response that starts with P.S.""}","[""detectable_content:postscript""]","[""{\""postscript_marker\"": \""P.S.\""}""]","{""role"": ""user"", ""content"": ""The result must contain a title wrapped in double angular brackets, i.e. <<title>>.""}","[""detectable_content:postscript"", ""detectable_format:title""]","[""{\""postscript_marker\"": \""P.S.\""}"", ""{}""]","{""role"": ""user"", ""content"": ""Your response should include the following keywords: friend, enjoy, music.""}","[""detectable_content:postscript"", ""detectable_format:title"", ""keywords:existence""]","[""{\""postscript_marker\"": \""P.S.\""}"", ""{}"", ""{\""keywords\"": [\""friend\"", \""enjoy\"", \""music\""]}""]",1620:5:en,0,English
,,"{""role"": ""user"", ""content"": ""I really love the album called Lilith. I want to introduce it to my friend Luheng. Draft an email for it. Add a postscript to your response that starts with P.S.""}","[""detectable_content:postscript""]","[""{\""postscript_marker\"": \""P.S.\""}""]","{""role"": ""user"", ""content"": ""Make sure your entire response is in English, and in all capital letters.""}","[""detectable_content:postscript"", ""change_case:english_capital""]","[""{\""postscript_marker\"": \""P.S.\""}"", ""{}""]","{""role"": ""user"", ""content"": ""The result should have at least 100 sentences.""}","[""detectable_content:postscript"", ""change_case:english_capital"", ""length_constraints:number_sentences""]","[""{\""postscript_marker\"": \""P.S.\""}"", ""{}"", ""{\""relation\"": \""at least\"", \""num_sentences\"": 100}""]",1620:13:en,0,English
,,"{""role"": ""user"", ""content"": ""Create a 5 day itinerary for a trip to Mesa, Arizona. Wrap your entire response with double quotes and include the letter \""l\"" at least 15 times.""}","[""startend:quotation"", ""keywords:letter_frequency""]","[""{}"", ""{\""let_relation\"": \""at least\"", \""letter\"": \""l\"", \""let_frequency\"": 15}""]","{""role"": ""user"", ""content"": ""The result should contain exactly 2 paragraphs. The paragraphs should be separated by the markdown divider: ***.""}","[""startend:quotation"", ""keywords:letter_frequency"", ""length_constraints:number_paragraphs""]","[""{}"", ""{\""let_relation\"": \""at least\"", \""letter\"": \""l\"", \""let_frequency\"": 15}"", ""{\""num_paragraphs\"": 2}""]","{""role"": ""user"", ""content"": ""In your response, words in all capital letters should have less than 11 times.""}","[""startend:quotation"", ""keywords:letter_frequency"", ""length_constraints:number_paragraphs"", ""change_case:capital_word_frequency""]","[""{}"", ""{\""let_relation\"": \""at least\"", \""letter\"": \""l\"", \""let_frequency\"": 15}"", ""{\""num_paragraphs\"": 2}"", ""{\""capital_relation\"": \""less than\"", \""capital_frequency\"": 11}""]",163:2:en,0,English
,,"{""role"": ""user"", ""content"": ""Create a 5 day itinerary for a trip to Mesa, Arizona. Wrap your entire response with double quotes and include the letter \""l\"" at least 15 times.""}","[""startend:quotation"", ""keywords:letter_frequency""]","[""{}"", ""{\""let_relation\"": \""at least\"", \""letter\"": \""l\"", \""let_frequency\"": 15}""]","{""role"": ""user"", ""content"": ""The output should contain exactly 3 paragraphs. The paragraphs should be separated by the markdown divider: ***.""}","[""startend:quotation"", ""keywords:letter_frequency"", ""length_constraints:number_paragraphs""]","[""{}"", ""{\""let_relation\"": \""at least\"", \""letter\"": \""l\"", \""let_frequency\"": 15}"", ""{\""num_paragraphs\"": 3}""]","{""role"": ""user"", ""content"": ""Your result must be entirely in lowercase English.""}","[""startend:quotation"", ""keywords:letter_frequency"", ""length_constraints:number_paragraphs"", ""change_case:english_lowercase""]","[""{}"", ""{\""let_relation\"": \""at least\"", \""letter\"": \""l\"", \""let_frequency\"": 15}"", ""{\""num_paragraphs\"": 3}"", ""{}""]",163:11:en,0,English
